,Province/State,Country/Region,Lat,Long,Date,Confirmed,Recovered,Deaths
3397,,West Bank and Gaza,31.9522,35.2332,2/3/20,0,0.0,0
3398,,Guinea-Bissau,11.8037,-15.1804,2/3/20,0,0.0,0
3399,,Mali,17.570692,-3.996166000000001,2/3/20,0,0.0,0
3400,,Saint Kitts and Nevis,17.357822,-62.782998,2/3/20,0,0.0,0
3401,Northwest Territories,Canada,64.8255,-124.8457,2/3/20,0,0.0,0
3402,Yukon,Canada,64.2823,-135.0,2/3/20,0,0.0,0
3403,,Kosovo,42.602636,20.902977,2/3/20,0,0.0,0
3404,,Burma,21.9162,95.956,2/3/20,0,0.0,0
3405,Anguilla,United Kingdom,18.2206,-63.0686,2/3/20,0,0.0,0
3406,British Virgin Islands,United Kingdom,18.4207,-64.64,2/3/20,0,0.0,0
3407,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2/3/20,0,0.0,0
3408,,MS Zaandam,0.0,0.0,2/3/20,0,0.0,0
3409,,Botswana,-22.3285,24.6849,2/3/20,0,0.0,0
3410,,Burundi,-3.3731,29.9189,2/3/20,0,0.0,0
3411,,Sierra Leone,8.460555000000001,-11.779889,2/3/20,0,0.0,0
3412,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/3/20,0,0.0,0
3413,,Malawi,-13.254307999999998,34.301525,2/3/20,0,0.0,0
3414,Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,2/3/20,0,0.0,0
3415,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/3/20,0,0.0,0
3416,,South Sudan,6.877000000000002,31.307,2/3/20,0,0.0,0
3417,,Western Sahara,24.2155,-12.8858,2/3/20,0,0.0,0
3418,,Sao Tome and Principe,0.18636,6.613081,2/3/20,0,0.0,0
3419,,Afghanistan,33.0,65.0,2/4/20,0,0.0,0
3420,,Albania,41.1533,20.1683,2/4/20,0,0.0,0
3421,,Algeria,28.0339,1.6596,2/4/20,0,0.0,0
3422,,Andorra,42.5063,1.5218,2/4/20,0,0.0,0
3423,,Angola,-11.2027,17.8739,2/4/20,0,0.0,0
3424,,Antigua and Barbuda,17.0608,-61.7964,2/4/20,0,0.0,0
3425,,Argentina,-38.4161,-63.6167,2/4/20,0,0.0,0
3426,,Armenia,40.0691,45.0382,2/4/20,0,0.0,0
3427,Australian Capital Territory,Australia,-35.4735,149.0124,2/4/20,0,0.0,0
3428,New South Wales,Australia,-33.8688,151.2093,2/4/20,4,0.0,0
3429,Northern Territory,Australia,-12.4634,130.8456,2/4/20,0,0.0,0
3430,Queensland,Australia,-28.0167,153.4,2/4/20,3,0.0,0
3431,South Australia,Australia,-34.9285,138.6007,2/4/20,2,0.0,0
3432,Tasmania,Australia,-41.4545,145.9707,2/4/20,0,0.0,0
3433,Victoria,Australia,-37.8136,144.9631,2/4/20,4,0.0,0
3434,Western Australia,Australia,-31.9505,115.8605,2/4/20,0,0.0,0
3435,,Austria,47.5162,14.5501,2/4/20,0,0.0,0
3436,,Azerbaijan,40.1431,47.5769,2/4/20,0,0.0,0
3437,,Bahamas,25.0343,-77.3963,2/4/20,0,0.0,0
3438,,Bahrain,26.0275,50.55,2/4/20,0,0.0,0
3439,,Bangladesh,23.685,90.3563,2/4/20,0,0.0,0
3440,,Barbados,13.1939,-59.5432,2/4/20,0,0.0,0
3441,,Belarus,53.7098,27.9534,2/4/20,0,0.0,0
3442,,Belgium,50.8333,4.0,2/4/20,1,0.0,0
3443,,Benin,9.3077,2.3158,2/4/20,0,0.0,0
3444,,Bhutan,27.5142,90.4336,2/4/20,0,0.0,0
3445,,Bolivia,-16.2902,-63.5887,2/4/20,0,5.0,0
3446,,Bosnia and Herzegovina,43.9159,17.6791,2/4/20,0,0.0,0
3447,,Brazil,-14.235,-51.9253,2/4/20,0,0.0,0
3448,,Brunei,4.5353,114.7277,2/4/20,0,0.0,0
3449,,Bulgaria,42.7339,25.4858,2/4/20,0,0.0,0
3450,,Burkina Faso,12.2383,-1.5616,2/4/20,0,0.0,0
3451,,Cabo Verde,16.5388,-23.0418,2/4/20,0,0.0,0
3452,,Cambodia,11.55,104.9167,2/4/20,1,0.0,0
3453,,Cameroon,3.8480000000000003,11.5021,2/4/20,0,0.0,0
3454,Alberta,Canada,53.9333,-116.5765,2/4/20,0,0.0,0
3455,British Columbia,Canada,49.2827,-123.1207,2/4/20,1,0.0,0
3456,Grand Princess,Canada,37.6489,-122.6655,2/4/20,0,0.0,0
3457,Manitoba,Canada,53.7609,-98.8139,2/4/20,0,0.0,0
3458,New Brunswick,Canada,46.5653,-66.4619,2/4/20,0,0.0,0
3459,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/4/20,0,0.0,0
3460,Nova Scotia,Canada,44.681999999999995,-63.7443,2/4/20,0,0.0,0
3461,Ontario,Canada,51.2538,-85.3232,2/4/20,3,0.0,0
3462,Prince Edward Island,Canada,46.5107,-63.4168,2/4/20,0,0.0,0
3463,Quebec,Canada,52.9399,-73.5491,2/4/20,0,0.0,0
3464,Saskatchewan,Canada,52.9399,-106.4509,2/4/20,0,0.0,0
3465,,Central African Republic,6.6111,20.9394,2/4/20,0,1.0,0
3466,,Chad,15.4542,18.7322,2/4/20,0,0.0,0
3467,,Chile,-35.6751,-71.543,2/4/20,0,0.0,0
3468,Anhui,China,31.8257,117.2264,2/4/20,480,0.0,0
3469,Beijing,China,40.1824,116.4142,2/4/20,228,0.0,1
3470,Chongqing,China,30.0572,107.874,2/4/20,366,0.0,2
3471,Fujian,China,26.0789,117.9874,2/4/20,194,0.0,0
3472,Gansu,China,37.8099,101.0583,2/4/20,57,0.0,0
3473,Guangdong,China,23.3417,113.4244,2/4/20,813,0.0,0
3474,Guangxi,China,23.8298,108.7881,2/4/20,139,0.0,0
3475,Guizhou,China,26.8154,106.8748,2/4/20,58,0.0,0
3476,Hainan,China,19.1959,109.7453,2/4/20,80,0.0,1
3477,Hebei,China,39.549,116.1306,2/4/20,126,0.0,1
3478,Heilongjiang,China,47.861999999999995,127.7615,2/4/20,155,0.0,2
3479,Henan,China,33.882,113.61399999999999,2/4/20,675,0.0,2
3480,Hong Kong,China,22.3,114.2,2/4/20,17,0.0,1
3481,Hubei,China,30.9756,112.2707,2/4/20,16678,0.0,479
3482,Hunan,China,27.6104,111.7088,2/4/20,593,0.0,0
3483,Inner Mongolia,China,44.0935,113.9448,2/4/20,35,0.0,0
3484,Jiangsu,China,32.9711,119.455,2/4/20,308,0.0,0
3485,Jiangxi,China,27.614,115.7221,2/4/20,476,0.0,0
3486,Jilin,China,43.6661,126.1923,2/4/20,42,0.0,0
3487,Liaoning,China,41.2956,122.6085,2/4/20,81,0.0,0
3488,Macau,China,22.1667,113.55,2/4/20,10,0.0,0
3489,Ningxia,China,37.2692,106.1655,2/4/20,34,0.0,0
3490,Qinghai,China,35.7452,95.9956,2/4/20,15,0.0,0
3491,Shaanxi,China,35.1917,108.8701,2/4/20,142,0.0,0
3492,Shandong,China,36.3427,118.1498,2/4/20,275,0.0,0
3493,Shanghai,China,31.201999999999998,121.4491,2/4/20,219,0.0,1
3494,Shanxi,China,37.5777,112.2922,2/4/20,81,0.0,0
3495,Sichuan,China,30.6171,102.7103,2/4/20,282,2.0,1
3496,Tianjin,China,39.3054,117.323,2/4/20,67,0.0,0
3497,Tibet,China,31.6927,88.0924,2/4/20,1,0.0,0
3498,Xinjiang,China,41.1129,85.2401,2/4/20,29,0.0,0
3499,Yunnan,China,24.974,101.48700000000001,2/4/20,122,0.0,0
3500,Zhejiang,China,29.1832,120.0934,2/4/20,829,0.0,0
3501,,Colombia,4.5709,-74.2973,2/4/20,0,0.0,0
3502,,Congo (Brazzaville),-4.0383,21.7587,2/4/20,0,0.0,0
3503,,Congo (Kinshasa),-4.0383,21.7587,2/4/20,0,0.0,0
3504,,Costa Rica,9.7489,-83.7534,2/4/20,0,0.0,0
3505,,Cote d'Ivoire,7.54,-5.5471,2/4/20,0,0.0,0
3506,,Croatia,45.1,15.2,2/4/20,0,0.0,0
3507,,Diamond Princess,0.0,0.0,2/4/20,0,0.0,0
3508,,Cuba,22.0,-80.0,2/4/20,0,0.0,0
3509,,Cyprus,35.1264,33.4299,2/4/20,0,0.0,0
3510,,Czechia,49.8175,15.472999999999999,2/4/20,0,0.0,0
3511,Faroe Islands,Denmark,61.8926,-6.9118,2/4/20,0,0.0,0
3512,Greenland,Denmark,71.7069,-42.6043,2/4/20,0,0.0,0
3513,,Denmark,56.2639,9.5018,2/4/20,0,0.0,0
3514,,Djibouti,11.8251,42.5903,2/4/20,0,0.0,0
3515,,Dominican Republic,18.7357,-70.1627,2/4/20,0,0.0,0
3516,,Ecuador,-1.8312,-78.1834,2/4/20,0,0.0,0
3517,,Egypt,26.0,30.0,2/4/20,0,0.0,0
3518,,El Salvador,13.7942,-88.8965,2/4/20,0,0.0,0
3519,,Equatorial Guinea,1.5,10.0,2/4/20,0,0.0,0
3520,,Eritrea,15.1794,39.7823,2/4/20,0,0.0,0
3521,,Estonia,58.5953,25.0136,2/4/20,0,0.0,0
3522,,Eswatini,-26.5225,31.4659,2/4/20,0,0.0,0
3523,,Ethiopia,9.145,40.4897,2/4/20,0,0.0,0
3524,,Fiji,-17.7134,178.065,2/4/20,0,0.0,0
3525,,Finland,64.0,26.0,2/4/20,1,0.0,0
3526,French Guiana,France,3.9339,-53.1258,2/4/20,0,23.0,0
3527,French Polynesia,France,-17.6797,149.4068,2/4/20,0,24.0,0
3528,Guadeloupe,France,16.25,-61.5833,2/4/20,0,15.0,0
3529,Mayotte,France,-12.8275,45.1662,2/4/20,0,11.0,0
3530,New Caledonia,France,-20.9043,165.618,2/4/20,0,6.0,0
3531,Reunion,France,-21.1351,55.2471,2/4/20,0,49.0,0
3532,Saint Barthelemy,France,17.9,-62.8333,2/4/20,0,13.0,0
3533,St Martin,France,18.0708,-63.0501,2/4/20,0,9.0,0
3534,Martinique,France,14.6415,-61.0242,2/4/20,0,5.0,0
3535,,France,46.2276,2.2137,2/4/20,6,6.0,0
3536,,Gabon,-0.8037,11.6094,2/4/20,0,7.0,0
3537,,Gambia,13.4432,-15.3101,2/4/20,0,47.0,0
3538,,Georgia,42.3154,43.3569,2/4/20,0,0.0,0
3539,,Germany,51.0,9.0,2/4/20,12,633.0,0
3540,,Ghana,7.9465,-1.0232,2/4/20,0,54.0,0
3541,,Greece,39.0742,21.8243,2/4/20,0,3.0,0
3542,,Guatemala,15.7835,-90.2308,2/4/20,0,23.0,0
3543,,Guinea,9.9456,-9.6966,2/4/20,0,27.0,0
3544,,Guyana,5.0,-58.75,2/4/20,0,2.0,0
3545,,Haiti,18.9712,-72.2852,2/4/20,0,4.0,0
3546,,Holy See,41.9029,12.4534,2/4/20,0,0.0,0
3547,,Honduras,15.2,-86.2419,2/4/20,0,1.0,0
3548,,Hungary,47.1625,19.5033,2/4/20,0,3.0,0
3549,,Iceland,64.9631,-19.0208,2/4/20,0,6.0,0
3550,,India,21.0,78.0,2/4/20,3,15.0,0
3551,,Indonesia,-0.7893,113.9213,2/4/20,0,15.0,0
3552,,Iran,32.0,53.0,2/4/20,0,5.0,0
3553,,Iraq,33.0,44.0,2/4/20,0,24.0,0
3554,,Ireland,53.1424,-7.6921,2/4/20,0,2.0,0
3555,,Israel,31.0,35.0,2/4/20,0,0.0,0
3556,,Italy,43.0,12.0,2/4/20,2,0.0,0
3557,,Jamaica,18.1096,-77.2975,2/4/20,0,5.0,0
3558,,Japan,36.0,138.0,2/4/20,22,78.0,0
3559,,Jordan,31.24,36.51,2/4/20,0,0.0,0
3560,,Kazakhstan,48.0196,66.9237,2/4/20,0,0.0,0
3561,,Kenya,-0.0236,37.9062,2/4/20,0,0.0,0
3562,,"Korea, South",36.0,128.0,2/4/20,16,0.0,0
3563,,Kuwait,29.5,47.75,2/4/20,0,0.0,0
3564,,Kyrgyzstan,41.2044,74.7661,2/4/20,0,0.0,0
3565,,Latvia,56.8796,24.6032,2/4/20,0,0.0,0
3566,,Lebanon,33.8547,35.8623,2/4/20,0,0.0,0
3567,,Liberia,6.4281,-9.4295,2/4/20,0,0.0,0
3568,,Liechtenstein,47.14,9.55,2/4/20,0,0.0,0
3569,,Lithuania,55.1694,23.8813,2/4/20,0,0.0,0
3570,,Luxembourg,49.8153,6.1296,2/4/20,0,0.0,0
3571,,Madagascar,-18.7669,46.8691,2/4/20,0,0.0,0
3572,,Malaysia,2.5,112.5,2/4/20,10,0.0,0
3573,,Maldives,3.2028,73.2207,2/4/20,0,0.0,0
3574,,Malta,35.9375,14.3754,2/4/20,0,0.0,0
3575,,Mauritania,21.0079,10.9408,2/4/20,0,0.0,0
3576,,Mauritius,-20.2,57.5,2/4/20,0,0.0,0
3577,,Mexico,23.6345,-102.5528,2/4/20,0,0.0,0
3578,,Moldova,47.4116,28.3699,2/4/20,0,0.0,0
3579,,Monaco,43.7333,7.4167,2/4/20,0,0.0,0
3580,,Mongolia,46.8625,103.8467,2/4/20,0,0.0,0
3581,,Montenegro,42.5,19.3,2/4/20,0,0.0,0
3582,,Morocco,31.7917,-7.0926,2/4/20,0,0.0,0
3583,,Namibia,-22.9576,18.4904,2/4/20,0,0.0,0
3584,,Nepal,28.1667,84.25,2/4/20,1,0.0,0
3585,Aruba,Netherlands,12.5186,-70.0358,2/4/20,0,0.0,0
3586,Curacao,Netherlands,12.1696,-68.99,2/4/20,0,0.0,0
3587,Sint Maarten,Netherlands,18.0425,-63.0548,2/4/20,0,0.0,0
3588,,Netherlands,52.1326,5.2913,2/4/20,0,0.0,0
3589,,New Zealand,-40.9006,174.886,2/4/20,0,0.0,0
3590,,Nicaragua,12.8654,-85.2072,2/4/20,0,0.0,0
3591,,Niger,17.6078,8.0817,2/4/20,0,0.0,0
3592,,Nigeria,9.082,8.6753,2/4/20,0,0.0,0
3593,,North Macedonia,41.6086,21.7453,2/4/20,0,0.0,0
3594,,Norway,60.472,8.4689,2/4/20,0,0.0,0
3595,,Oman,21.0,57.0,2/4/20,0,0.0,0
3596,,Pakistan,30.3753,69.3451,2/4/20,0,0.0,0
3597,,Panama,8.538,-80.7821,2/4/20,0,0.0,0
3598,,Papua New Guinea,-6.315,143.9555,2/4/20,0,0.0,0
3599,,Paraguay,-23.4425,-58.4438,2/4/20,0,0.0,0
3600,,Peru,-9.19,-75.0152,2/4/20,0,0.0,0
3601,,Philippines,13.0,122.0,2/4/20,2,0.0,1
3602,,Poland,51.9194,19.1451,2/4/20,0,0.0,0
3603,,Portugal,39.3999,-8.2245,2/4/20,0,0.0,0
3604,,Qatar,25.3548,51.1839,2/4/20,0,0.0,0
3605,,Romania,45.9432,24.9668,2/4/20,0,0.0,0
3606,,Russia,60.0,90.0,2/4/20,2,0.0,0
3607,,Rwanda,-1.9403,29.8739,2/4/20,0,0.0,0
3608,,Saint Lucia,13.9094,-60.9789,2/4/20,0,0.0,0
3609,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/4/20,0,0.0,0
3610,,San Marino,43.9424,12.4578,2/4/20,0,0.0,0
3611,,Saudi Arabia,24.0,45.0,2/4/20,0,0.0,0
3612,,Senegal,14.4974,-14.4524,2/4/20,0,0.0,0
3613,,Serbia,44.0165,21.0059,2/4/20,0,0.0,0
3614,,Seychelles,-4.6796,55.492,2/4/20,0,0.0,0
3615,,Singapore,1.2833,103.8333,2/4/20,24,0.0,0
3616,,Slovakia,48.669,19.699,2/4/20,0,0.0,0
3617,,Slovenia,46.1512,14.9955,2/4/20,0,0.0,0
3618,,Somalia,5.1521,46.1996,2/4/20,0,0.0,0
3619,,South Africa,-30.5595,22.9375,2/4/20,0,1.0,0
3620,,Spain,40.0,-4.0,2/4/20,1,0.0,0
3621,,Sri Lanka,7.0,81.0,2/4/20,1,0.0,0
3622,,Sudan,12.8628,30.2176,2/4/20,0,0.0,0
3623,,Suriname,3.9193,-56.0278,2/4/20,0,0.0,0
3624,,Sweden,63.0,16.0,2/4/20,1,0.0,0
3625,,Switzerland,46.8182,8.2275,2/4/20,0,0.0,0
3626,,Taiwan*,23.7,121.0,2/4/20,11,0.0,0
3627,,Tanzania,-6.369,34.8888,2/4/20,0,0.0,0
3628,,Thailand,15.0,101.0,2/4/20,25,0.0,0
3629,,Togo,8.6195,0.8248,2/4/20,0,0.0,0
3630,,Trinidad and Tobago,10.6918,-61.2225,2/4/20,0,0.0,0
3631,,Tunisia,34.0,9.0,2/4/20,0,0.0,0
3632,,Turkey,38.9637,35.2433,2/4/20,0,0.0,0
3633,,Uganda,1.0,32.0,2/4/20,0,0.0,0
3634,,Ukraine,48.3794,31.1656,2/4/20,0,0.0,0
3635,,United Arab Emirates,24.0,54.0,2/4/20,5,0.0,0
3636,Bermuda,United Kingdom,32.3078,-64.7505,2/4/20,0,0.0,0
3637,Cayman Islands,United Kingdom,19.3133,-81.2546,2/4/20,0,0.0,0
3638,Channel Islands,United Kingdom,49.3723,-2.3644,2/4/20,0,0.0,0
3639,Gibraltar,United Kingdom,36.1408,-5.3536,2/4/20,0,0.0,0
3640,Isle of Man,United Kingdom,54.2361,-4.5481,2/4/20,0,0.0,0
3641,Montserrat,United Kingdom,16.7425,-62.1874,2/4/20,0,0.0,0
3642,,United Kingdom,55.3781,-3.4360000000000004,2/4/20,2,0.0,0
3643,,Uruguay,-32.5228,-55.7658,2/4/20,0,0.0,0
3644,,US,37.0902,-95.7129,2/4/20,11,0.0,0
3645,,Uzbekistan,41.3775,64.5853,2/4/20,0,0.0,0
3646,,Venezuela,6.4238,-66.5897,2/4/20,0,0.0,0
3647,,Vietnam,16.0,108.0,2/4/20,8,0.0,0
3648,,Zambia,-15.4167,28.2833,2/4/20,0,0.0,0
3649,,Zimbabwe,-20.0,30.0,2/4/20,0,0.0,0
3650,Diamond Princess,Canada,0.0,0.0,2/4/20,0,0.0,0
3651,,Dominica,15.415,-61.371,2/4/20,0,0.0,0
3652,,Grenada,12.1165,-61.678999999999995,2/4/20,0,0.0,0
3653,,Mozambique,-18.665695,35.529562,2/4/20,0,0.0,0
3654,,Syria,34.802075,38.99681500000001,2/4/20,0,0.0,0
3655,,Timor-Leste,-8.874217,125.727539,2/4/20,0,0.0,0
3656,,Belize,13.1939,-59.5432,2/4/20,0,0.0,0
3657,Recovered,Canada,0.0,0.0,2/4/20,0,0.0,0
3658,,Laos,19.856270000000002,102.495496,2/4/20,0,0.0,0
3659,,Libya,26.3351,17.228331,2/4/20,0,0.0,0
3660,,West Bank and Gaza,31.9522,35.2332,2/4/20,0,0.0,0
3661,,Guinea-Bissau,11.8037,-15.1804,2/4/20,0,0.0,0
3662,,Mali,17.570692,-3.996166000000001,2/4/20,0,0.0,0
3663,,Saint Kitts and Nevis,17.357822,-62.782998,2/4/20,0,0.0,0
3664,Northwest Territories,Canada,64.8255,-124.8457,2/4/20,0,0.0,0
3665,Yukon,Canada,64.2823,-135.0,2/4/20,0,0.0,0
3666,,Kosovo,42.602636,20.902977,2/4/20,0,0.0,0
3667,,Burma,21.9162,95.956,2/4/20,0,0.0,0
3668,Anguilla,United Kingdom,18.2206,-63.0686,2/4/20,0,0.0,0
3669,British Virgin Islands,United Kingdom,18.4207,-64.64,2/4/20,0,0.0,0
3670,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2/4/20,0,0.0,0
3671,,MS Zaandam,0.0,0.0,2/4/20,0,0.0,0
3672,,Botswana,-22.3285,24.6849,2/4/20,0,0.0,0
3673,,Burundi,-3.3731,29.9189,2/4/20,0,0.0,0
3674,,Sierra Leone,8.460555000000001,-11.779889,2/4/20,0,0.0,0
3675,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/4/20,0,0.0,0
3676,,Malawi,-13.254307999999998,34.301525,2/4/20,0,0.0,0
3677,Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,2/4/20,0,0.0,0
3678,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/4/20,0,0.0,0
3679,,South Sudan,6.877000000000002,31.307,2/4/20,0,0.0,0
3680,,Western Sahara,24.2155,-12.8858,2/4/20,0,0.0,0
3681,,Sao Tome and Principe,0.18636,6.613081,2/4/20,0,0.0,0
3682,,Afghanistan,33.0,65.0,2/5/20,0,0.0,0
3683,,Albania,41.1533,20.1683,2/5/20,0,0.0,0
3684,,Algeria,28.0339,1.6596,2/5/20,0,0.0,0
3685,,Andorra,42.5063,1.5218,2/5/20,0,0.0,0
3686,,Angola,-11.2027,17.8739,2/5/20,0,0.0,0
3687,,Antigua and Barbuda,17.0608,-61.7964,2/5/20,0,0.0,0
3688,,Argentina,-38.4161,-63.6167,2/5/20,0,0.0,0
3689,,Armenia,40.0691,45.0382,2/5/20,0,0.0,0
3690,Australian Capital Territory,Australia,-35.4735,149.0124,2/5/20,0,0.0,0
3691,New South Wales,Australia,-33.8688,151.2093,2/5/20,4,0.0,0
3692,Northern Territory,Australia,-12.4634,130.8456,2/5/20,0,0.0,0
3693,Queensland,Australia,-28.0167,153.4,2/5/20,3,0.0,0
3694,South Australia,Australia,-34.9285,138.6007,2/5/20,2,5.0,0
3695,Tasmania,Australia,-41.4545,145.9707,2/5/20,0,0.0,0
3696,Victoria,Australia,-37.8136,144.9631,2/5/20,4,0.0,0
3697,Western Australia,Australia,-31.9505,115.8605,2/5/20,0,0.0,0
3698,,Austria,47.5162,14.5501,2/5/20,0,0.0,0
3699,,Azerbaijan,40.1431,47.5769,2/5/20,0,0.0,0
3700,,Bahamas,25.0343,-77.3963,2/5/20,0,0.0,0
3701,,Bahrain,26.0275,50.55,2/5/20,0,0.0,0
3702,,Bangladesh,23.685,90.3563,2/5/20,0,0.0,0
3703,,Barbados,13.1939,-59.5432,2/5/20,0,0.0,0
3704,,Belarus,53.7098,27.9534,2/5/20,0,0.0,0
3705,,Belgium,50.8333,4.0,2/5/20,1,0.0,0
3706,,Benin,9.3077,2.3158,2/5/20,0,0.0,0
3707,,Bhutan,27.5142,90.4336,2/5/20,0,0.0,0
3708,,Bolivia,-16.2902,-63.5887,2/5/20,0,0.0,0
3709,,Bosnia and Herzegovina,43.9159,17.6791,2/5/20,0,0.0,0
3710,,Brazil,-14.235,-51.9253,2/5/20,0,0.0,0
3711,,Brunei,4.5353,114.7277,2/5/20,0,0.0,0
3712,,Bulgaria,42.7339,25.4858,2/5/20,0,0.0,0
3713,,Burkina Faso,12.2383,-1.5616,2/5/20,0,0.0,0
3714,,Cabo Verde,16.5388,-23.0418,2/5/20,0,1.0,0
3715,,Cambodia,11.55,104.9167,2/5/20,1,0.0,0
3716,,Cameroon,3.8480000000000003,11.5021,2/5/20,0,0.0,0
3717,Alberta,Canada,53.9333,-116.5765,2/5/20,0,0.0,0
3718,British Columbia,Canada,49.2827,-123.1207,2/5/20,2,0.0,0
3719,Grand Princess,Canada,37.6489,-122.6655,2/5/20,0,0.0,0
3720,Manitoba,Canada,53.7609,-98.8139,2/5/20,0,0.0,0
3721,New Brunswick,Canada,46.5653,-66.4619,2/5/20,0,0.0,0
3722,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/5/20,0,0.0,0
3723,Nova Scotia,Canada,44.681999999999995,-63.7443,2/5/20,0,0.0,0
3724,Ontario,Canada,51.2538,-85.3232,2/5/20,3,0.0,0
3725,Prince Edward Island,Canada,46.5107,-63.4168,2/5/20,0,0.0,0
3726,Quebec,Canada,52.9399,-73.5491,2/5/20,0,0.0,0
3727,Saskatchewan,Canada,52.9399,-106.4509,2/5/20,0,0.0,0
3728,,Central African Republic,6.6111,20.9394,2/5/20,0,0.0,0
3729,,Chad,15.4542,18.7322,2/5/20,0,0.0,0
3730,,Chile,-35.6751,-71.543,2/5/20,0,0.0,0
3731,Anhui,China,31.8257,117.2264,2/5/20,530,0.0,0
3732,Beijing,China,40.1824,116.4142,2/5/20,253,0.0,1
3733,Chongqing,China,30.0572,107.874,2/5/20,389,0.0,2
3734,Fujian,China,26.0789,117.9874,2/5/20,205,0.0,0
3735,Gansu,China,37.8099,101.0583,2/5/20,62,0.0,0
3736,Guangdong,China,23.3417,113.4244,2/5/20,895,0.0,0
3737,Guangxi,China,23.8298,108.7881,2/5/20,150,0.0,0
3738,Guizhou,China,26.8154,106.8748,2/5/20,64,0.0,1
3739,Hainan,China,19.1959,109.7453,2/5/20,99,0.0,1
3740,Hebei,China,39.549,116.1306,2/5/20,135,0.0,1
3741,Heilongjiang,China,47.861999999999995,127.7615,2/5/20,190,0.0,2
3742,Henan,China,33.882,113.61399999999999,2/5/20,764,0.0,2
3743,Hong Kong,China,22.3,114.2,2/5/20,21,0.0,1
3744,Hubei,China,30.9756,112.2707,2/5/20,19665,2.0,549
3745,Hunan,China,27.6104,111.7088,2/5/20,661,0.0,0
3746,Inner Mongolia,China,44.0935,113.9448,2/5/20,42,0.0,0
3747,Jiangsu,China,32.9711,119.455,2/5/20,341,0.0,0
3748,Jiangxi,China,27.614,115.7221,2/5/20,548,0.0,0
3749,Jilin,China,43.6661,126.1923,2/5/20,54,0.0,0
3750,Liaoning,China,41.2956,122.6085,2/5/20,89,0.0,0
3751,Macau,China,22.1667,113.55,2/5/20,10,0.0,0
3752,Ningxia,China,37.2692,106.1655,2/5/20,34,0.0,0
3753,Qinghai,China,35.7452,95.9956,2/5/20,17,0.0,0
3754,Shaanxi,China,35.1917,108.8701,2/5/20,165,0.0,0
3755,Shandong,China,36.3427,118.1498,2/5/20,307,0.0,0
3756,Shanghai,China,31.201999999999998,121.4491,2/5/20,243,0.0,1
3757,Shanxi,China,37.5777,112.2922,2/5/20,81,0.0,0
3758,Sichuan,China,30.6171,102.7103,2/5/20,301,0.0,1
3759,Tianjin,China,39.3054,117.323,2/5/20,69,0.0,1
3760,Tibet,China,31.6927,88.0924,2/5/20,1,0.0,0
3761,Xinjiang,China,41.1129,85.2401,2/5/20,32,0.0,0
3762,Yunnan,China,24.974,101.48700000000001,2/5/20,128,0.0,0
3763,Zhejiang,China,29.1832,120.0934,2/5/20,895,0.0,0
3764,,Colombia,4.5709,-74.2973,2/5/20,0,0.0,0
3765,,Congo (Brazzaville),-4.0383,21.7587,2/5/20,0,0.0,0
3766,,Congo (Kinshasa),-4.0383,21.7587,2/5/20,0,0.0,0
3767,,Costa Rica,9.7489,-83.7534,2/5/20,0,0.0,0
3768,,Cote d'Ivoire,7.54,-5.5471,2/5/20,0,0.0,0
3769,,Croatia,45.1,15.2,2/5/20,0,0.0,0
3770,,Diamond Princess,0.0,0.0,2/5/20,0,0.0,0
3771,,Cuba,22.0,-80.0,2/5/20,0,0.0,0
3772,,Cyprus,35.1264,33.4299,2/5/20,0,0.0,0
3773,,Czechia,49.8175,15.472999999999999,2/5/20,0,0.0,0
3774,Faroe Islands,Denmark,61.8926,-6.9118,2/5/20,0,0.0,0
3775,Greenland,Denmark,71.7069,-42.6043,2/5/20,0,34.0,0
3776,,Denmark,56.2639,9.5018,2/5/20,0,31.0,0
3777,,Djibouti,11.8251,42.5903,2/5/20,0,24.0,0
3778,,Dominican Republic,18.7357,-70.1627,2/5/20,0,14.0,0
3779,,Ecuador,-1.8312,-78.1834,2/5/20,0,6.0,0
3780,,Egypt,26.0,30.0,2/5/20,0,69.0,0
3781,,El Salvador,13.7942,-88.8965,2/5/20,0,14.0,0
3782,,Equatorial Guinea,1.5,10.0,2/5/20,0,6.0,0
3783,,Eritrea,15.1794,39.7823,2/5/20,0,8.0,0
3784,,Estonia,58.5953,25.0136,2/5/20,0,13.0,0
3785,,Eswatini,-26.5225,31.4659,2/5/20,0,8.0,0
3786,,Ethiopia,9.145,40.4897,2/5/20,0,56.0,0
3787,,Fiji,-17.7134,178.065,2/5/20,0,0.0,0
3788,,Finland,64.0,26.0,2/5/20,1,817.0,0
3789,French Guiana,France,3.9339,-53.1258,2/5/20,0,81.0,0
